firm,year,incentive_intensity,incentive_intensity_sq,incentive_mentioned,productivity_sentiment,productivity_mentioned,stress_sentiment,stress_mentioned,retention_sentiment,retention_mentioned,sales_role
ALDI,2021,3.6049118369730926,12.995389352348717,1,2.526525629188889,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2020,-0.237920348602546,0.05660609227915701,0,-2.8114170127091187,1,-3.473186431835953,1,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,1.2086759055229204,1,0
ALDI,2021,3.6049118369730926,12.995389352348717,1,-2.0361938141923726,1,-2.457732694470858,1,-1.8897122993580147,1,0
ALDI,2020,-0.237920348602546,0.05660609227915701,0,-0.06300726925505207,1,0.1269160304496683,1,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,0.7289818274788431,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2020,-0.237920348602546,0.05660609227915701,0,0.03918487225899894,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2020,-0.237920348602546,0.05660609227915701,0,2.260267197978451,1,3.170139898351239,1,-0.4252061512683393,0,0
ALDI,2021,3.6049118369730926,12.995389352348717,1,-0.7540017886332641,1,-0.7782077694365205,1,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-0.5771614812476211,1,-0.5465671898007136,1,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-4.009779547182482,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,2.526525629188889,1,3.5189079945523294,1,-0.4252061512683393,0,0
ALDI,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2021,-0.237920348602546,0.05660609227915701,0,-1.1723508679564103,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ALDI,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-3.8324123420160867,1,-0.4252061512683393,0,0
ASDA,2021,3.6049118369730926,12.995389352348717,1,0.48028767059113314,1,0.8385702717235579,1,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,2.2255378373857853,1,3.124648407542401,1,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,0.5385691262983654,1,0.9149123137705732,1,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-1.359570064714574,1,-1.5714329597469472,1,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,1.2086759055229204,1,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.7799490120645661,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.2957251945725416,1,0
ASDA,2021,3.6049118369730926,12.995389352348717,1,0.8215934557259518,1,1.2856418193276546,1,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,2.984793513790961,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,3.6049118369730926,12.995389352348717,1,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,0.47857311156902077,1,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-1.7930882900437122,1,-2.1392922588089927,1,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,1
ASDA,2021,-0.237920348602546,0.05660609227915701,0,1.4890358799895973,1,-0.14289557020964622,0,-0.4252061512683393,0,1
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,1
ASDA,2021,3.6049118369730926,12.995389352348717,1,-0.028277908662386306,1,-0.14289557020964622,0,-0.22572632129362186,1,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,3.174008650813071,1,4.367036708252733,1,-0.4252061512683393,0,1
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-1.5499680449897977,1,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.6635884962837952,1,1
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,2.159272620622768,1,-0.14289557020964622,0,-0.4252061512683393,0,1
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,1
ASDA,2021,-0.237920348602546,0.05660609227915701,0,0.8215934557259518,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,0.9960386347948592,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-2.812775479059375,1,-0.4252061512683393,0,0
ASDA,2021,5.8528245620991655,34.25555535471129,1,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-2.607831105786595,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,0.24197240307594386,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ASDA,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.920101384505781,1,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2020,-0.237920348602546,0.05660609227915701,0,1.7640764483613987,1,-2.607802325070128,1,-0.4252061512683393,0,0
ASOS,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.711556282927799,1,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,3.2574389538460267,1,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,1,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,1,0
ASOS,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-3.2034196805481736,1,-3.9866650982069736,1,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,1.6339411431520994,1,2.3497243916953,1,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.6070195892760393,1,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,2.8626419696374468,1,3.9591819630700478,1,2.1700165123330843,1,0
ASOS,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,1,-0.14289557020964622,1,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,0.6343742589677881,1,-0.14289557020964622,0,-0.08546189690012232,1,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,3.146065487117823,1,4.330434359326082,1,2.4048932607278597,1,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.445583176294842,1,0
ASOS,2020,3.6049118369730926,12.995389352348717,1,1.413589338012427,1,2.0610887258737076,1,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,1,-0.14289557020964622,1,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.7899588031666176,1,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,3.6049118369730926,12.995389352348717,1,-1.1723508679564103,1,-1.3261972219383842,1,1.990054609337651,1,0
ASOS,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,0.7696879546498689,1,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.35048317769365367,1,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,1.0858975723279294,1,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.705932473459191,1,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.367511468377705,1,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,1.792890465614713,1,0
ASOS,2021,3.6049118369730926,12.995389352348717,1,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
ASOS,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,1,0
ASOS,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,1.5130232414710796,1,0
ASOS,2021,3.6049118369730926,12.995389352348717,1,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-1.7108555511691246,1,-0.14289557020964622,0,-1.6201002571865475,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,2.632709651230832,1,3.657996920473604,1,2.3109425613699495,1,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.488257965791921,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,1.9133061507072457,1,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,0.9691677846245863,1,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,3.460625672715761,1,-0.14289557020964622,0,2.7314050222287656,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,0.6274386563262726,1,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,1,-2.812775479059375,1,2.367511468377705,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,1.6817375255292986,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,0.8378352929165218,1,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.2642980240126773,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,2.5636501180982902,1,3.5675368295548804,1,1.9222380833926809,1,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.2113680525434325,1,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,0.44116724141778546,1,0.7873269832262463,1,-0.4252061512683393,0,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,1.9560859017530337,1,2.771697185749693,1,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,3.4107271661171032,1,-0.14289557020964622,0,2.624221830003544,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,3.0326960801256724,1,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-2.460347147965619,1,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,1.8573988683428555,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,1.7026014882318523,1,-0.14289557020964622,0,1.2086759055229204,1,0
Accenture,2021,3.6049118369730926,12.995389352348717,1,2.526525629188889,1,-0.14289557020964622,0,1.8914725374761823,1,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-2.541918097002156,1,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-4.2125538801543065,1,-0.4252061512683393,0,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,1.984099987547361,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,1.7571627348729726,1,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,1.25511168105509,1,-0.14289557020964622,0,0.8378352929165218,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-2.8114170127091187,1,-0.14289557020964622,0,0.8378352929165218,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,0.44116724141778546,1,0.7873269832262463,1,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,2.715195218466309,1,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,1,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,1.3433165204478126,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accenture,2020,-0.237920348602546,0.05660609227915701,0,2.7564579475955036,1,3.8200930371487734,1,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.7799490120645661,1,-0.8121956648684109,1,-0.4252061512683393,0,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,0.22400894070042707,1,4.4522678921819345,1,1.8153857034891423,1,0
Accenture,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accor,2020,3.6049118369730926,12.995389352348717,1,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accor,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accor,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,2.159915067975666,1,-0.4252061512683393,0,0
Accor,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accor,2021,-0.237920348602546,0.05660609227915701,0,1.1728789421805021,1,-0.14289557020964622,0,-0.4252061512683393,0,0
Accor,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accor,2020,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accor,2021,-0.237920348602546,0.05660609227915701,0,2.4486839588949825,1,3.416944308256658,1,-0.4252061512683393,0,0
Accor,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,1.8196862636710185,1,0
Accor,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accor,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,0,-0.14289557020964622,0,-0.4252061512683393,0,0
Accor,2021,-0.237920348602546,0.05660609227915701,0,-0.2689883044943111,1,-0.14289557020964622,1,-0.4252061512683393,0,0
